                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 2.1138,                 2.8723,                 2.2828,                0.80598,                0.48026,                0.41472,                0.12825,                 2.3857,                 2.6004,                 2.5222,               0.009505,               0.009505,               0.009505
                     12,                 2.0011,                 2.7529,                 2.1664,                0.53929,                    0.5,                0.27442,                0.14264,                 1.8704,                 2.5228,                 2.1002,              0.0094555,              0.0094555,              0.0094555
                     13,                 1.9007,                 2.6101,                  2.178,                0.57106,                0.49342,                 0.0842,                0.04559,                 1.7034,                  2.324,                 2.1876,               0.009406,               0.009406,               0.009406
                     14,                 1.9791,                 2.6662,                 2.2148,                0.61704,                0.30161,                0.13533,                 0.0397,                 2.6395,                 2.4419,                 3.3098,              0.0093565,              0.0093565,              0.0093565
                     15,                 2.0449,                 2.5546,                 2.2691,                0.76623,                0.44208,                0.34804,                0.17302,                 2.0414,                 1.9108,                 2.4945,               0.009307,               0.009307,               0.009307
                     16,                 1.8774,                  2.251,                 2.1683,                 0.7012,                0.40132,                0.21019,                0.10489,                 2.1409,                 1.8399,                 2.4512,              0.0092575,              0.0092575,              0.0092575
                     17,                 1.8587,                  2.352,                 2.1326,                0.64574,                0.38158,                0.15361,                0.08307,                  2.041,                 2.3348,                 2.4589,               0.009208,               0.009208,               0.009208
                     18,                 1.8007,                  2.198,                 2.0946,                0.90368,                0.29605,                 0.3687,                  0.176,                 2.1851,                 2.3624,                 2.6932,              0.0091585,              0.0091585,              0.0091585
                     19,                  2.066,                 2.6232,                 2.2643,                0.00372,                0.40789,                 0.0073,                0.00339,                   2.47,                 3.7976,                 2.8539,               0.009109,               0.009109,               0.009109
                     20,                 1.9349,                 2.3305,                 2.1064,                0.59744,                0.44079,                0.33132,                0.11475,                 1.9775,                 11.775,                 2.4256,              0.0090595,              0.0090595,              0.0090595
                     21,                 1.8971,                 2.4324,                 2.0894,                0.58478,                0.48684,                0.46895,                0.26754,                 1.7069,                 2.0971,                 2.1648,                0.00901,                0.00901,                0.00901
                     22,                 1.8055,                 2.3429,                 2.0588,                0.78558,                0.44079,                0.29152,                0.13655,                 1.9894,                 2.2282,                 2.2935,              0.0089605,              0.0089605,              0.0089605
                     23,                 1.8182,                 2.1089,                 2.0528,                0.89877,                0.42763,                0.43245,                 0.1935,                 2.1204,                 2.1677,                   2.56,               0.008911,               0.008911,               0.008911
                     24,                 1.7678,                 2.1333,                 2.0299,                0.89912,                0.41647,                0.50479,                0.24633,                 1.9106,                 1.7117,                 2.2208,              0.0088615,              0.0088615,              0.0088615
                     25,                 1.8101,                 2.0702,                 2.0095,                0.98893,                0.44079,                0.56234,                0.32088,                 1.6284,                 1.3208,                 2.0015,               0.008812,               0.008812,               0.008812
                     26,                 1.7841,                 2.0277,                 2.0206,                0.86814,                0.45921,                0.45784,                0.26068,                 1.7559,                 1.4828,                 2.2045,              0.0087625,              0.0087625,              0.0087625
                     27,                  1.804,                 2.2473,                 2.0133,                      1,                0.48157,                0.99468,                0.68099,                 1.6801,                 1.3074,                 2.1934,               0.008713,               0.008713,               0.008713
                     28,                 1.7315,                 1.9257,                 1.9402,                0.89834,                0.44737,                0.92577,                0.58647,                 1.5609,                 1.5202,                 1.9594,              0.0086635,              0.0086635,              0.0086635
                     29,                 1.7511,                  1.776,                 1.9272,                0.99063,                0.44079,                0.97909,                0.62416,                  1.537,                 1.5173,                 1.9623,               0.008614,               0.008614,               0.008614
                     30,                 1.7985,                 2.1423,                 1.9901,                0.78048,                0.38158,                0.49354,                0.26253,                 1.8167,                 2.0086,                 2.1247,              0.0085645,              0.0085645,              0.0085645
                     31,                 1.8455,                 2.0612,                 2.0228,                0.99311,                0.47095,                 0.4945,                0.27403,                  1.761,                 1.4281,                 2.1599,               0.008515,               0.008515,               0.008515
                     32,                 1.7732,                 1.8386,                 2.0043,                0.98641,                0.48684,                0.49681,                 0.2732,                 1.9171,                 1.4562,                 2.1766,              0.0084655,              0.0084655,              0.0084655
                     33,                 1.6227,                 1.8672,                 1.8759,                0.95658,                0.17763,                0.23472,                0.15065,                 1.8732,                 2.4609,                 2.2861,               0.008416,               0.008416,               0.008416
                     34,                 1.8216,                 1.7264,                 1.9989,                0.00282,                0.17105,                 0.0019,                0.00075,                 2.6795,                 4.3612,                 3.0582,              0.0083665,              0.0083665,              0.0083665
                     35,                 1.7417,                 1.8507,                 1.9268,                0.00142,                0.13158,                0.00097,                0.00034,                 4.1759,                 4.5983,                  4.132,               0.008317,               0.008317,               0.008317
                     36,                   1.74,                 1.7601,                 1.9081,                0.00161,                0.14474,                0.00116,                0.00036,                 4.0883,                 4.4101,                 4.1225,              0.0082675,              0.0082675,              0.0082675
                     37,                  1.683,                 1.6393,                 1.8575,                0.00145,                0.16447,                0.00101,                0.00046,                  3.526,                 4.5583,                 3.7399,               0.008218,               0.008218,               0.008218
                     38,                 1.8017,                 1.7375,                 1.9517,                0.00115,                0.13158,                0.00081,                0.00027,                 3.2618,                 4.6527,                  3.667,              0.0081685,              0.0081685,              0.0081685
                     39,                 1.8422,                 1.7909,                 1.9873,                0.00115,                0.13158,                0.00081,                0.00027,                 3.4667,                 5.4653,                 3.6626,               0.008119,               0.008119,               0.008119
                     40,                   1.76,                 1.7361,                 1.9121,                0.00115,                0.13158,                0.00081,                0.00027,                 3.5495,                 4.8579,                 3.7445,              0.0080695,              0.0080695,              0.0080695
                     41,                 1.5868,                  1.511,                 1.8074,                0.97168,                0.32876,                0.38378,                0.12063,                 2.2944,                 2.1479,                 2.3875,                0.00802,                0.00802,                0.00802
                     42,                 1.7625,                 1.7097,                 1.9533,                 0.7277,                0.21458,                0.16498,                0.04664,                 2.4339,                 2.4802,                 2.5497,              0.0079705,              0.0079705,              0.0079705
                     43,                 1.8377,                 1.7524,                 2.0046,                0.97559,                0.47368,                 0.9167,                0.40007,                 2.0103,                 2.3462,                 2.3072,               0.007921,               0.007921,               0.007921
                     44,                 1.6019,                 1.4564,                 1.7822,                0.96881,                0.49449,                0.54994,                0.32664,                 1.5851,                   1.27,                 1.9738,              0.0078715,              0.0078715,              0.0078715
                     45,                 1.6233,                 1.7228,                 1.8773,                0.93755,                0.46093,                0.95942,                0.36606,                 2.3681,                 1.7252,                  2.595,               0.007822,               0.007822,               0.007822
                     46,                 1.6219,                 1.6057,                 1.7997,                0.99592,                    0.5,                  0.995,                0.55612,                 1.8372,                 1.9081,                 2.1558,              0.0077725,              0.0077725,              0.0077725
                     47,                  1.749,                 1.7004,                 1.9028,                  0.997,                    0.5,                  0.995,                0.46753,                  1.791,                 1.5114,                 2.1668,               0.007723,               0.007723,               0.007723
                     48,                 1.5761,                 1.5623,                 1.8069,                0.86564,                0.36842,                0.35114,                0.17551,                 1.9945,                 1.9419,                 2.1612,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.5712,                 1.3285,                 1.7855,                0.98669,                    0.5,                0.50706,                0.32474,                 1.4551,                 1.1193,                 1.8766,               0.007624,               0.007624,               0.007624
                     50,                 1.6177,                 1.6603,                 1.8379,                0.99344,                0.49484,                0.51344,                0.31702,                 1.5253,                 1.0464,                 1.8677,              0.0075745,              0.0075745,              0.0075745
                     51,                 1.5766,                 1.5445,                 1.8378,                0.99455,                0.48026,                0.60271,                0.36282,                 1.5372,                 1.0636,                 1.8855,               0.007525,               0.007525,               0.007525
                     52,                 1.5811,                 1.4843,                 1.7966,                0.87996,                0.49981,                0.47495,                0.18793,                 2.2012,                 1.3301,                   2.45,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.5701,                 1.4338,                 1.7671,                0.97941,                    0.5,                0.76284,                0.36568,                 1.7618,                 1.2267,                 2.1216,               0.007426,               0.007426,               0.007426
                     54,                 1.5586,                 1.4905,                 1.8119,                 0.9935,                 0.4998,                0.63544,                0.38166,                 1.5035,                 1.0289,                 1.9484,              0.0073765,              0.0073765,              0.0073765
                     55,                 1.6031,                 1.4916,                 1.8767,                0.98062,                0.48941,                0.52516,                0.35531,                 1.5021,                 1.1013,                 1.9185,               0.007327,               0.007327,               0.007327
                     56,                 1.5219,                 1.4865,                 1.7951,                0.99801,                    0.5,                  0.511,                0.35012,                   1.49,                0.92211,                 1.8991,              0.0072775,              0.0072775,              0.0072775
                     57,                 1.4138,                 1.3323,                 1.7001,                0.99867,                    0.5,                0.57185,                0.36877,                 1.4296,                  0.941,                 1.8219,               0.007228,               0.007228,               0.007228
                     58,                 1.6415,                 1.3728,                 1.8646,                0.99913,                    0.5,                0.50269,                0.31862,                 1.5729,                 1.0614,                 1.9113,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.6621,                  1.483,                 1.8705,                0.98718,                    0.5,                0.49845,                0.31864,                 1.6228,                 1.2207,                 1.9444,               0.007129,               0.007129,               0.007129
                     60,                 1.5213,                 1.3714,                 1.7763,                0.99873,                    0.5,                0.69363,                0.41678,                 1.4051,                 1.0853,                  1.786,              0.0070795,              0.0070795,              0.0070795
                     61,                 1.4931,                 1.3893,                 1.6966,                0.99807,                    0.5,                0.62187,                0.42712,                 1.3558,                 1.1222,                 1.7183,                0.00703,                0.00703,                0.00703
                     62,                 1.5369,                 1.3549,                 1.7904,                0.99892,                    0.5,                0.95375,                0.54462,                 1.5927,                 1.1093,                 1.9054,              0.0069805,              0.0069805,              0.0069805
                     63,                 1.6334,                 1.4583,                 1.8782,                0.99651,                    0.5,                  0.995,                0.63483,                 1.4149,                 1.0843,                 1.8424,               0.006931,               0.006931,               0.006931
                     64,                 1.5834,                 1.4298,                 1.8519,                      1,                0.49515,                0.60411,                0.32898,                 1.7645,                 1.1221,                 2.0398,              0.0068815,              0.0068815,              0.0068815
                     65,                 1.4818,                 1.3009,                 1.7836,                0.98067,                0.49079,                0.99375,                0.39714,                 2.0674,                 1.2452,                 2.2394,               0.006832,               0.006832,               0.006832
                     66,                 1.4457,                   1.46,                 1.7648,                  0.993,                    0.5,                  0.995,                0.43977,                 1.8293,                 1.1429,                 2.1155,              0.0067825,              0.0067825,              0.0067825
                     67,                 1.5506,                 1.4297,                 1.7974,                  0.987,                0.49277,                0.99421,                0.58002,                 1.7866,                 1.3628,                 2.0602,               0.006733,               0.006733,               0.006733
                     68,                 1.4741,                 1.3363,                 1.7753,                 0.5098,                0.83333,                0.95375,                0.60735,                 1.4893,                 1.1581,                 1.8203,              0.0066835,              0.0066835,              0.0066835
                     69,                 1.3892,                 1.3437,                 1.7091,                 0.9984,                    0.5,                0.95375,                0.62211,                 1.4359,                 1.2249,                 1.8302,               0.006634,               0.006634,               0.006634
                     70,                 1.4375,                 1.3309,                 1.7633,                0.99919,                    0.5,                0.90071,                0.59881,                 1.4503,                 1.3368,                 1.8706,              0.0065845,              0.0065845,              0.0065845
                     71,                 1.6383,                 1.4151,                 1.9001,                0.99908,                    0.5,                0.63521,                0.42248,                  1.522,                  1.083,                 1.9567,               0.006535,               0.006535,               0.006535
                     72,                 1.3891,                 1.2271,                 1.7097,                0.97451,                0.48999,                 0.5146,                0.24613,                 2.0677,                 1.0179,                 2.2278,              0.0064855,              0.0064855,              0.0064855
                     73,                 1.3788,                 1.2679,                 1.7212,                0.99839,                    0.5,                0.76053,                 0.3735,                 2.0285,                 1.0128,                 2.1829,               0.006436,               0.006436,               0.006436
                     74,                 1.3791,                 1.1951,                 1.7413,                0.99747,                    0.5,                0.95375,                0.48173,                 1.9073,                 1.0122,                 2.0574,              0.0063865,              0.0063865,              0.0063865
                     75,                  1.503,                 1.2688,                 1.8208,                0.94716,                0.40132,                0.51518,                0.29481,                 1.9988,                 1.4513,                 2.1901,               0.006337,               0.006337,               0.006337
                     76,                 1.3695,                 1.1339,                  1.735,                0.99894,                    0.5,                0.54565,                0.36626,                 1.5001,                0.93978,                 1.7761,              0.0062875,              0.0062875,              0.0062875
                     77,                 1.4271,                 1.1783,                 1.7366,                0.98513,                    0.5,                0.50022,                0.30587,                 1.7112,                0.95511,                 1.9277,               0.006238,               0.006238,               0.006238
