                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                  1.067,                 1.9279,                0.89078,                0.24246,                      1,                0.52626,                0.35983,                0.46358,                 1.7207,                0.43752,              0.0080695,              0.0080695,              0.0080695
                     41,                  1.103,                 1.7557,                0.85051,                 0.1029,                      1,                0.51817,                0.36029,                0.46196,                 1.5738,                0.43137,                0.00802,                0.00802,                0.00802
                     42,                 1.0089,                 1.7484,                0.83559,                0.07753,                      1,                0.51033,                0.34514,                0.50452,                 1.4871,                0.44349,              0.0079705,              0.0079705,              0.0079705
                     43,                0.95572,                 1.7553,                0.79707,                0.11747,                      1,                0.53431,                 0.3741,                0.46045,                 1.2815,                0.43239,               0.007921,               0.007921,               0.007921
                     44,                 1.1297,                 1.8202,                0.92119,                0.27067,                0.98718,                0.56632,                 0.4065,                0.43066,                 2.2652,                0.41565,              0.0078715,              0.0078715,              0.0078715
                     45,                0.99553,                 1.6903,                0.85227,                0.33634,                0.96154,                0.54765,                0.38585,                0.44467,                  2.029,                0.41858,               0.007822,               0.007822,               0.007822
                     46,                0.92921,                 2.1387,                 0.8328,                0.11095,                      1,                0.46327,                0.31258,                0.46898,                 1.3383,                0.43159,              0.0077725,              0.0077725,              0.0077725
                     47,                0.96059,                 2.0461,                0.81779,                0.05972,                      1,                0.44399,                0.29934,                0.45394,                 1.5699,                0.42707,               0.007723,               0.007723,               0.007723
                     48,                 1.1352,                 1.9294,                0.91088,                0.08263,                      1,                0.53811,                0.37806,                0.45416,                 1.5127,                0.42413,              0.0076735,              0.0076735,              0.0076735
                     49,                 1.0295,                 1.7652,                0.85733,                0.37044,                 0.9359,                0.54032,                0.39347,                0.44253,                 2.2361,                0.41847,               0.007624,               0.007624,               0.007624
                     50,                 1.0587,                  1.613,                0.87987,                  0.397,                0.87179,                0.53187,                0.37106,                0.48662,                 2.1814,                0.43683,              0.0075745,              0.0075745,              0.0075745
                     51,                0.84662,                 1.8837,                0.72651,                0.41252,                0.84615,                0.56914,                0.40571,                0.44365,                   1.18,                 0.4228,               0.007525,               0.007525,               0.007525
                     52,                 1.0839,                 1.8215,                0.91781,                0.45429,                0.80769,                0.60433,                0.44581,                0.41479,                 1.7709,                0.40851,              0.0074755,              0.0074755,              0.0074755
                     53,                 1.0267,                  1.996,                 0.8413,                0.29421,                0.89744,                0.57987,                0.36638,                0.46539,                 3.5179,                0.43429,               0.007426,               0.007426,               0.007426
                     54,                0.96382,                 1.7463,                0.81446,                0.27237,                0.94872,                0.61278,                0.42443,                 0.4733,                 1.8372,                0.43742,              0.0073765,              0.0073765,              0.0073765
                     55,                0.96317,                 1.6587,                0.82191,                0.40277,                0.85897,                0.62256,                 0.4357,                0.46157,                 2.3416,                0.43057,               0.007327,               0.007327,               0.007327
                     56,                0.95914,                 1.7911,                0.78055,                0.38653,                0.80769,                0.61827,                 0.4418,                0.45558,                 1.2904,                0.42917,              0.0072775,              0.0072775,              0.0072775
                     57,                0.89161,                 2.2001,                0.80308,                0.48809,                0.75641,                0.63473,                0.46976,                0.40365,                 1.6709,                0.40256,               0.007228,               0.007228,               0.007228
                     58,                 1.0933,                  1.713,                0.86118,                0.48828,                0.75847,                0.68858,                0.48081,                0.44659,                 1.3362,                0.41905,              0.0071785,              0.0071785,              0.0071785
                     59,                 1.1129,                 1.6874,                0.92238,                0.49057,                0.76923,                0.68265,                0.46091,                0.46715,                 1.4911,                0.42543,               0.007129,               0.007129,               0.007129
                     60,                 0.8637,                 1.5826,                0.79997,                0.52834,                0.82051,                0.77488,                  0.559,                0.41687,                 1.4725,                0.40471,              0.0070795,              0.0070795,              0.0070795
                     61,                0.90559,                 1.5729,                0.78111,                0.46839,                0.85897,                0.79108,                0.57584,                0.41658,                 1.5732,                0.40452,                0.00703,                0.00703,                0.00703
                     62,                 1.0163,                   1.68,                0.87836,                0.46357,                0.88635,                0.74662,                0.53298,                0.43186,                 2.6796,                0.40885,              0.0069805,              0.0069805,              0.0069805
                     63,                0.97085,                 1.9201,                0.79647,                0.39588,                0.94936,                 0.7572,                0.50002,                0.48242,                 1.3879,                0.43302,               0.006931,               0.006931,               0.006931
                     64,                0.92624,                 1.6106,                0.82843,                0.36052,                0.98718,                0.71161,                0.49545,                0.43086,                 1.5856,                0.41189,              0.0068815,              0.0068815,              0.0068815
                     65,                0.75485,                 1.5516,                0.66746,                0.30566,                      1,                0.75008,                0.54143,                 0.4279,                 1.2993,                0.41462,               0.006832,               0.006832,               0.006832
                     66,                0.86926,                 1.6216,                0.75549,                0.20745,                      1,                0.76759,                0.55554,                0.42888,                 1.1435,                0.41289,              0.0067825,              0.0067825,              0.0067825
                     67,                0.99873,                 1.6944,                0.86254,                0.52776,                0.88835,                  0.804,                0.59696,                0.37982,                  1.367,                 0.3929,               0.006733,               0.006733,               0.006733
                     68,                0.95058,                 1.6796,                0.83903,                0.64635,                0.82051,                0.80775,                 0.5835,                0.39745,                  1.296,                0.39684,              0.0066835,              0.0066835,              0.0066835
                     69,                0.67921,                 1.7297,                0.62648,                 0.7995,                0.52564,                0.74639,                0.53345,                0.44933,                0.99915,                0.41775,               0.006634,               0.006634,               0.006634
                     70,                0.96106,                 1.6462,                0.86469,                0.70389,                0.70513,                0.75185,                0.56057,                0.40285,                 1.6245,                0.40004,              0.0065845,              0.0065845,              0.0065845
                     71,                0.83884,                 1.4929,                0.75234,                0.69317,                0.60256,                0.75439,                0.55422,                0.41809,                  1.076,                0.40541,               0.006535,               0.006535,               0.006535
                     72,                0.86319,                 1.5731,                 0.7837,                0.62536,                0.74359,                0.76475,                0.54648,                0.42207,                 1.6803,                0.40392,              0.0064855,              0.0064855,              0.0064855
                     73,                0.79956,                 1.6498,                0.68971,                 0.7078,                0.79487,                0.81044,                0.55363,                0.47601,                 1.1293,                0.42475,               0.006436,               0.006436,               0.006436
                     74,                0.92163,                 1.4986,                0.80254,                0.70862,                0.74832,                0.81118,                0.59023,                0.44194,                 1.0775,                0.41509,              0.0063865,              0.0063865,              0.0063865
                     75,                 1.0189,                 1.7836,                0.85502,                0.71829,                0.80769,                0.85243,                0.63118,                0.40177,                 2.4256,                0.40043,               0.006337,               0.006337,               0.006337
                     76,                0.90327,                 1.3691,                0.78068,                0.77924,                0.75641,                0.88876,                0.65862,                0.42245,                0.89357,                0.40976,              0.0062875,              0.0062875,              0.0062875
                     77,                0.70674,                 1.1563,                0.65606,                0.88399,                0.73077,                0.89687,                0.66175,                0.42977,                0.75192,                0.41194,               0.006238,               0.006238,               0.006238
                     78,                0.73509,                 1.2548,                0.67939,                0.87012,                0.77306,                0.92062,                0.69684,                0.39727,                0.83212,                0.39736,              0.0061885,              0.0061885,              0.0061885
                     79,                0.82052,                 1.4855,                0.74855,                0.75587,                0.91299,                0.88234,                0.67851,                0.38337,                  1.519,                 0.3903,               0.006139,               0.006139,               0.006139
                     80,                0.86792,                 1.3672,                0.77864,                0.73881,                0.84615,                0.86766,                0.65513,                0.40695,                 1.3876,                 0.3999,              0.0060895,              0.0060895,              0.0060895
                     81,                0.86347,                 1.3227,                0.78907,                0.78878,                0.84615,                0.89023,                0.69184,                0.37726,                 1.5915,                0.38469,                0.00604,                0.00604,                0.00604
                     82,                 0.8526,                   1.21,                0.78212,                0.85617,                0.83954,                 0.9092,                0.69489,                0.38105,                  1.197,                0.38659,              0.0059905,              0.0059905,              0.0059905
                     83,                0.81647,                 1.3503,                0.72534,                0.82355,                0.83333,                0.92263,                0.70084,                 0.3924,                0.81126,                0.39215,               0.005941,               0.005941,               0.005941
                     84,                0.85609,                 1.2273,                0.80369,                0.80576,                0.88462,                0.91821,                0.68448,                0.39962,                 1.4909,                0.39629,              0.0058915,              0.0058915,              0.0058915
                     85,                0.93727,                 1.2242,                0.82983,                0.81548,                0.90657,                0.89927,                0.66188,                  0.417,                 3.0783,                0.40494,               0.005842,               0.005842,               0.005842
                     86,                0.82934,                 1.5315,                 0.7361,                0.91715,                0.64103,                0.91397,                0.64764,                0.44455,                0.72575,                0.41742,              0.0057925,              0.0057925,              0.0057925
                     87,                0.79023,                 1.1987,                0.69242,                0.94537,                0.70513,                 0.9365,                0.68209,                0.41985,                0.70365,                0.40749,               0.005743,               0.005743,               0.005743
                     88,                0.86847,                 1.1445,                0.82868,                0.88165,                0.85957,                0.94866,                0.72848,                0.37319,                0.93387,                0.38685,              0.0056935,              0.0056935,              0.0056935
                     89,                0.83327,                 1.4444,                0.74562,                0.89353,                0.85897,                0.94853,                0.74094,                0.36688,                0.81172,                0.38439,               0.005644,               0.005644,               0.005644
                     90,                0.79914,                 1.2476,                0.68349,                0.95493,                0.81503,                0.95974,                0.74998,                0.36955,                0.62044,                0.38367,              0.0055945,              0.0055945,              0.0055945
                     91,                0.84274,                 1.1557,                0.74644,                 0.9444,                0.87109,                0.96851,                0.74818,                0.37364,                0.58863,                0.38372,               0.005545,               0.005545,               0.005545
                     92,                0.83787,                 1.0602,                0.74312,                0.92511,                0.89744,                0.95648,                0.74087,                0.36664,                0.59473,                   0.38,              0.0054955,              0.0054955,              0.0054955
                     93,                0.95368,                 1.1982,                0.80084,                0.91925,                0.92308,                0.95032,                0.72779,                0.36666,                0.66885,                0.38029,               0.005446,               0.005446,               0.005446
                     94,                 0.7804,                 1.4709,                0.73109,                0.85365,                0.85897,                0.92988,                0.69433,                0.39684,                0.76594,                0.39651,              0.0053965,              0.0053965,              0.0053965
                     95,                  1.008,                 1.3896,                0.80564,                 0.8999,                0.71795,                0.92374,                0.69442,                0.38916,                 0.6787,                0.39149,               0.005347,               0.005347,               0.005347
                     96,                0.83397,                 1.1787,                0.76711,                0.89859,                0.82051,                0.94048,                0.72505,                0.36829,                0.65227,                0.38266,              0.0052975,              0.0052975,              0.0052975
                     97,                0.76537,                 1.1484,                0.72363,                0.90172,                0.82051,                0.93309,                0.72449,                0.35998,                0.74728,                0.38197,               0.005248,               0.005248,               0.005248
                     98,                 0.8557,                 1.2418,                0.79245,                 0.9395,                0.79642,                0.95062,                0.73661,                 0.3602,                0.78143,                 0.3818,              0.0051985,              0.0051985,              0.0051985
                     99,                 0.8771,                 1.0067,                  0.785,                0.89865,                0.92308,                 0.9656,                0.74457,                0.36846,                 1.0302,                0.38292,               0.005149,               0.005149,               0.005149
                    100,                0.77164,                  1.292,                0.72628,                0.95966,                0.91513,                0.97508,                0.76035,                0.37266,                 1.3196,                0.38302,              0.0050995,              0.0050995,              0.0050995
                    101,                0.67587,                 1.1375,                0.61109,                0.88809,                0.88462,                0.95793,                0.75901,                0.37151,                0.57644,                0.38286,                0.00505,                0.00505,                0.00505
                    102,                0.67345,                  1.133,                0.67033,                0.87416,                0.89065,                0.94189,                0.74733,                 0.3676,                0.56728,                0.38151,              0.0050005,              0.0050005,              0.0050005
                    103,                0.96546,                 1.1648,                0.83499,                0.89236,                0.88462,                0.94638,                0.75626,                0.34839,                0.59642,                0.37623,               0.004951,               0.004951,               0.004951
                    104,                0.82488,                 1.1301,                0.75709,                 0.8977,                    0.9,                 0.9551,                0.75223,                0.35374,                0.50873,                0.37668,              0.0049015,              0.0049015,              0.0049015
                    105,                0.81442,                 1.1272,                 0.7507,                0.89205,                0.88462,                0.94675,                0.72921,                0.36988,                0.52007,                 0.3832,               0.004852,               0.004852,               0.004852
                    106,                0.77343,                0.87482,                0.76951,                0.93103,                0.86542,                0.94735,                0.73432,                0.36663,                0.55037,                0.38288,              0.0048025,              0.0048025,              0.0048025
                    107,                0.87851,                 1.0574,                0.77079,                0.95709,                0.85782,                0.95121,                0.75838,                0.34443,                0.53612,                0.37546,               0.004753,               0.004753,               0.004753
                    108,                0.71783,                0.92691,                0.67841,                0.99121,                0.87179,                0.96449,                 0.7654,                0.34191,                0.56138,                 0.3732,              0.0047035,              0.0047035,              0.0047035
                    109,                0.63556,                0.99561,                0.65418,                0.95876,                 0.8942,                0.96498,                0.76583,                0.34941,                0.57756,                 0.3747,               0.004654,               0.004654,               0.004654
                    110,                 0.7376,                0.99402,                0.67449,                0.99456,                 0.9359,                0.98235,                0.78466,                  0.339,                0.64512,                0.37112,              0.0046045,              0.0046045,              0.0046045
                    111,                0.81475,                0.99637,                0.77657,                0.99304,                0.94872,                0.98726,                0.75154,                0.34532,                0.81841,                0.37244,               0.004555,               0.004555,               0.004555
                    112,                0.72835,                 1.0229,                0.69605,                0.98298,                0.94872,                0.98668,                0.74323,                0.37163,                0.40485,                0.38136,              0.0045055,              0.0045055,              0.0045055
                    113,                0.83966,                0.92274,                0.77944,                0.97783,                0.92308,                0.98749,                0.77641,                0.36182,                0.34768,                0.37842,               0.004456,               0.004456,               0.004456
                    114,                0.73801,                0.78465,                0.70224,                 0.9734,                 0.9359,                 0.9877,                0.77906,                0.36286,                0.33922,                0.37936,              0.0044065,              0.0044065,              0.0044065
                    115,                0.80139,                0.85007,                0.76434,                0.98184,                0.88462,                0.97941,                0.77903,                0.35144,                0.39124,                0.37683,               0.004357,               0.004357,               0.004357
                    116,                0.80541,                0.88635,                0.75174,                0.97291,                0.92086,                0.98459,                0.77211,                0.36176,                0.35699,                0.37863,              0.0043075,              0.0043075,              0.0043075
                    117,                0.81686,                0.82141,                0.75992,                 0.9744,                0.97592,                0.98975,                0.76316,                0.36798,                0.38065,                0.37944,               0.004258,               0.004258,               0.004258
                    118,                0.71312,                0.80413,                0.68887,                0.97788,                 0.9359,                0.98834,                 0.7433,                0.36639,                0.43755,                0.37936,              0.0042085,              0.0042085,              0.0042085
                    119,                0.62912,                0.74952,                0.64621,                0.97268,                0.96154,                0.98986,                0.77553,                0.34525,                0.39928,                0.37281,               0.004159,               0.004159,               0.004159
                    120,                0.73282,                0.84808,                0.72314,                0.92991,                0.97436,                0.98669,                0.77618,                0.35121,                0.42099,                0.37449,              0.0041095,              0.0041095,              0.0041095
                    121,                0.81185,                   1.06,                0.80257,                0.94425,                0.96154,                0.97869,                0.78088,                0.35824,                0.39815,                0.37622,                0.00406,                0.00406,                0.00406
                    122,                0.71394,                0.86477,                0.72701,                0.93557,                0.94872,                0.97109,                0.77522,                0.35611,                0.49603,                0.37646,              0.0040105,              0.0040105,              0.0040105
                    123,                0.79547,                0.82505,                0.68899,                0.92738,                0.94872,                0.96534,                0.76479,                0.35992,                0.42463,                0.37827,               0.003961,               0.003961,               0.003961
                    124,                0.59059,                0.83766,                0.60313,                0.97088,                0.85495,                0.95616,                0.73698,                0.39592,                0.39051,                0.38647,              0.0039115,              0.0039115,              0.0039115
                    125,                0.67987,                0.86648,                0.70646,                0.94558,                0.89104,                 0.9647,                0.75274,                0.39141,                 0.3773,                 0.3852,               0.003862,               0.003862,               0.003862
                    126,                0.71142,                0.71982,                0.74393,                0.95897,                0.89895,                0.97602,                0.77825,                  0.376,                0.43828,                 0.3819,              0.0038125,              0.0038125,              0.0038125
                    127,                0.75808,                0.87287,                0.73108,                0.97324,                0.93254,                0.98561,                 0.7703,                0.37397,                0.49633,                0.38216,               0.003763,               0.003763,               0.003763
                    128,                0.73165,                0.70355,                0.77341,                0.93543,                0.96154,                0.98617,                0.76697,                0.38228,                0.51976,                0.38531,              0.0037135,              0.0037135,              0.0037135
                    129,                  0.728,                 1.2705,                0.72607,                0.95439,                0.96154,                0.98721,                0.77211,                0.37989,                0.43514,                0.38603,               0.003664,               0.003664,               0.003664
                    130,                0.69746,                 0.8038,                0.73165,                 0.9481,                0.96154,                0.98592,                0.77905,                0.37141,                0.49376,                0.38214,              0.0036145,              0.0036145,              0.0036145
                    131,                0.72051,                0.73296,                0.73853,                0.94925,                0.95926,                0.98667,                0.79334,                 0.3441,                0.45649,                0.37354,               0.003565,               0.003565,               0.003565
                    132,                0.71909,                 1.0709,                0.69184,                0.96185,                0.96965,                0.98908,                0.81287,                0.33483,                0.37742,                0.37207,              0.0035155,              0.0035155,              0.0035155
                    133,                0.71529,                0.84736,                0.76774,                0.96074,                0.94112,                0.98926,                0.78614,                0.36832,                0.41122,                0.38199,               0.003466,               0.003466,               0.003466
                    134,                0.67882,                0.84392,                0.68977,                0.97421,                0.96848,                0.99062,                0.78206,                0.35132,                0.37172,                0.37586,              0.0034165,              0.0034165,              0.0034165
                    135,                0.64622,                0.85719,                0.72301,                0.95863,                0.97436,                0.99265,                 0.7658,                0.36803,                0.32701,                0.38287,               0.003367,               0.003367,               0.003367
                    136,                0.75379,                0.86495,                0.77882,                0.99555,                0.96154,                 0.9928,                0.77236,                 0.3599,                0.31463,                0.38015,              0.0033175,              0.0033175,              0.0033175
                    137,                0.77139,                0.68623,                0.76031,                0.99666,                0.97436,                0.99349,                0.79669,                0.33741,                 0.3023,                0.37227,               0.003268,               0.003268,               0.003268
                    138,                0.63398,                0.73287,                0.64077,                0.99613,                0.96154,                0.99354,                 0.7894,                0.33238,                0.32136,                0.36943,              0.0032185,              0.0032185,              0.0032185
                    139,                0.79605,                 0.8168,                0.79127,                0.99973,                0.96154,                0.99341,                0.79832,                0.33571,                0.31864,                0.37099,               0.003169,               0.003169,               0.003169
                    140,                0.62736,                0.80103,                0.64946,                0.97274,                0.96154,                0.99246,                 0.8047,                0.33447,                0.33092,                 0.3675,              0.0031195,              0.0031195,              0.0031195
                    141,                0.53946,                0.70363,                0.60044,                0.99853,                0.96154,                0.99343,                0.80641,                0.33157,                0.31585,                0.36635,                0.00307,                0.00307,                0.00307
                    142,                0.59998,                0.59253,                0.65019,                0.97794,                0.97436,                0.99389,                0.80621,                0.31838,                0.32117,                0.36411,              0.0030205,              0.0030205,              0.0030205
                    143,                0.84038,                0.86615,                0.77285,                0.95092,                0.99373,                0.99387,                 0.8114,                0.31519,                0.45223,                0.36213,               0.002971,               0.002971,               0.002971
                    144,                0.63151,                0.79168,                 0.6594,                 0.9496,                      1,                 0.9935,                0.81186,                0.31083,                0.52464,                  0.361,              0.0029215,              0.0029215,              0.0029215
                    145,                0.69278,                 1.3398,                0.72047,                0.95118,                0.99921,                 0.9931,                0.80561,                0.32243,                 0.3759,                0.36422,               0.002872,               0.002872,               0.002872
                    146,                0.71308,                0.59316,                0.67969,                 0.9621,                      1,                0.99244,                0.80932,                 0.3233,                0.31242,                0.36416,              0.0028225,              0.0028225,              0.0028225
                    147,                 0.7526,                0.82853,                0.82677,                0.97209,                0.97436,                0.99273,                0.82201,                0.30758,                0.25009,                0.36032,               0.002773,               0.002773,               0.002773
                    148,                0.66993,                0.70236,                0.69953,                0.97101,                0.97436,                 0.9923,                0.83417,                0.30233,                0.24919,                0.35912,              0.0027235,              0.0027235,              0.0027235
                    149,                0.72853,                0.96071,                0.72423,                0.98488,                 0.9359,                0.98974,                0.81484,                0.31016,                0.27521,                 0.3617,               0.002674,               0.002674,               0.002674
                    150,                0.73934,                 0.6547,                0.68884,                0.97408,                0.96376,                0.99243,                0.81409,                0.31229,                0.25676,                0.36307,              0.0026245,              0.0026245,              0.0026245
                    151,                0.73071,                0.58759,                0.70103,                0.97443,                0.97731,                0.99322,                0.82367,                0.31891,                0.24557,                0.36524,               0.002575,               0.002575,               0.002575
                    152,                0.69593,                0.77638,                0.71335,                 0.9729,                      1,                0.99255,                 0.8285,                0.33467,                0.22557,                0.37044,              0.0025255,              0.0025255,              0.0025255
                    153,                0.71728,                 0.6599,                0.71129,                0.97143,                      1,                0.99242,                 0.8305,                0.32398,                0.21593,                0.36668,               0.002476,               0.002476,               0.002476
                    154,                0.68876,                0.63173,                0.75137,                0.98718,                0.98698,                 0.9936,                0.84071,                0.31894,                0.20138,                0.36377,              0.0024265,              0.0024265,              0.0024265
                    155,                0.77308,                0.59659,                 0.8308,                0.98517,                0.98718,                0.99411,                0.83808,                0.30377,                0.20768,                0.35807,               0.002377,               0.002377,               0.002377
                    156,                0.64659,                0.61082,                0.70155,                0.98618,                0.98718,                0.99437,                0.85002,                0.29101,                0.21928,                 0.3554,              0.0023275,              0.0023275,              0.0023275
                    157,                0.56861,                0.62229,                0.65353,                0.98608,                0.98718,                0.99403,                0.84508,                0.28977,                0.22887,                0.35584,               0.002278,               0.002278,               0.002278
                    158,                0.63523,                0.62554,                0.65919,                0.98718,                0.98717,                0.99374,                0.84445,                0.29581,                0.24172,                0.35834,              0.0022285,              0.0022285,              0.0022285
                    159,                0.67932,                0.58816,                 0.7311,                0.99738,                0.97436,                0.99359,                0.83582,                0.30201,                 0.2756,                0.35913,               0.002179,               0.002179,               0.002179
